RIO;COORD- X;COORD- Y;PUNTO;FECHA;Temperatura;Ph;Oxigeno disuelto;Solidos_Totales;Nitratos;Fosfatos;Turbiedad;DBO5;Coliformes fecales;CALIDAD AGUA NSF;Clasificacion 
RIO1 Namangoza;806060,8;9686244;P2 ;11/6/2020 14:30;24,11;7,26;6,52;95;5,01;0,39;1,83;14;568;53,3;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;17/6/2020 13:20;26,68;7,12;6,15;68;5,74;0,76;5,75;13;896;49,57;Malo
RIO2 Paute;803652,1;9693805,3;P2 ;28/6/2020 13:35;26,31;6,83;8,85;84;5,14;0,04;2,67;15;1983;54,83;Regular
RIO1 Namangoza;802199,5;9688506,3;P1 ;2/12/2020 9:23;20,94;6,61;8,76;94;6,14;0,28;0,36;14;547;54,29;Regular
RIO1 Namangoza;806060,8;9686244;P2 ;12/12/2020 14:35;24,69;7,96;8,49;77;3,73;0,68;4,73;14;830;52,36;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;22/12/2020 15:00;23,79;7,95;8,47;102;5,09;0,03;5,78;12;1788;57,3;Regular
RIO2 Paute;803652,1;9693805,3;P2 ;29/12/2020 16:00;20,39;7,31;8,05;71;5,65;0,73;4,78;11;1055;51,89;Regular
RIO1 Namangoza;802199,5;9688506,3;P1 ;6/3/2021 10:00;24,79;6,8;7,22;100;4,36;0,27;3,38;15;2342;51,3;Regular
RIO1 Namangoza;806060,8;9686244;P2 ;11/3/2021 11:20;21,46;7,7;8,18;79;3,87;0,54;0,91;14;999;53,2;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;22/3/2021 11:15;25,79;6,82;7,14;65;5,04;0,28;2,77;10;770;56,78;Regular
RIO2 Paute;803652,1;9693805,3;P2 ;29/3/2021 15:25;21,35;7,01;8,08;83;4,16;0,66;2,39;14;1836;50,4;Regular
RIO1 Namangoza;802.200;9.688.506;P1 ;4/5/2021 11:30;24,02;7,61;7,56;66;4,45;1;2,59;15;1472;48,93;Malo
RIO1 Namangoza;806060,8;9686244;P2 ;15/5/2021 15:30;25,46;7,02;8,59;78;4,45;0,21;0,82;12;1236;57,11;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;26/5/2021 14:15;26,3;7,4;6,73;88;3,81;0,34;2,09;12;1028;54,88;Regular
RIO2 Paute;803652,1;9693805,3;P2 ;28/5/2021 12:00;21,91;7,14;8,04;67;4,59;0,13;1,4;12;1385;57,86;Regular
RIO1 Namangoza;802199,5;9688506,3;P1 ;1/11/2021 10:15;24,7;7,25;6,98;73;3,78;0,71;3,46;11;1727;51,75;Regular
RIO1 Namangoza;806060,8;9686244;P2 ;12/11/2021 14:50;26,64;7,17;7,94;77;5,11;0,83;3,29;12;747;52,6;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;23/11/2021 13:25;25,48;7,08;8,03;78;5,19;0,6;1,7;11;1003;53,66;Regular
RIO2 Paute;803652,1;9693805,3;P2 ;28/11/2021 11:30;25,72;6,83;6,04;58;3,85;0,59;5,78;12;2379;49,1;Malo
RIO1 Namangoza;802199,5;9688506,3;P1 ;2/1/2022 10:20;25,4;7,85;8,8;56;5,59;0,64;4;11;1239;51,94;Regular
RIO1 Namangoza;806060,8;9686244;P2 ;13/1/2022 13:00;21,56;7,08;8,09;94;3,93;1,01;1,77;15;2470;47,95;Malo
RIO2 Paute;802190,1;9695136,5;P1 ;24/1/2022 12:20;25,59;7,75;6,37;91;5,56;0,69;0,63;15;713;49,95;Malo
RIO2 Paute;803652,1;9693805,3;P2 ;30/1/2022 10:32;25,53;7,1;8,75;87;5,99;0,61;3,33;14;1389;50,02;Regular
RIO1 Namangoza;802199,5;9688506,3;P1 ;1/7/2022 11:30;23,06;6,85;7,55;84;5,35;0,97;3,37;10;2124;49,45;Malo
RIO1 Namangoza;806060,8;9686244;P2 ;12/7/2022 14:40;23,01;7,96;6,84;59;4,48;0,25;5,19;14;1356;53,13;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;23/7/2022 15:22;24,16;6,6;8,87;92;3,91;0,87;3,15;12;2491;48,93;Malo
RIO2 Paute;803652,1;9693805,3;P2 ;28/7/2022 13:50;24,89;6,53;8,23;99;5,88;0,91;3,6;15;1990;46,37;Malo
RIO1 Namangoza;802199,5;9688506,3;P1 ;5/12/2022 15:00;22,73;7,79;6,16;97;4,9;0,97;3,98;15;1627;46,22;Malo
RIO1 Namangoza;806060,8;9686244;P2 ;16/12/2022 12:12;23,61;7,68;6,93;60;5,56;0,94;5,48;13;1885;47,83;Malo
RIO2 Paute;802190,1;9695136,5;P1 ;20/12/2022 16:23;24,85;7,19;7,71;71;5,29;0,8;5,61;10;2099;50,77;Regular
RIO2 Paute;803652,1;9693805,3;P2 ;29/12/2022 15:00;26,8;7,57;7,52;108;3,75;0,14;2,98;11;1333;59,05;Regular
RIO1 Namangoza;802199,5;9688506,3;P1 ;1/1/2023 13:02;26,49;7,42;6,45;82;5,21;1;4,7;11;2125;48,67;Malo
RIO1 Namangoza;806060,8;9686244;P2 ;10/1/2023 11:00;22,79;7,76;6,38;105;4,9;1;1,65;13;2071;47,11;Malo
RIO2 Paute;802190,1;9695136,5;P1 ;23/1/2023 14:15;26,91;7,93;8,72;76;4,03;0,92;4,02;14;2444;48,31;Malo
RIO2 Paute;803652,1;9693805,3;P2 ;29/1/2023 13:26;25,83;6,54;8,06;78;4,62;0,16;0,4;12;751;58;Regular
RIO1 Namangoza;802199,5;9688506,3;P1 ;1/4/2023 16:00;25,4;6,83;8,36;100;4,08;0,54;5,45;12;1353;52,58;Regular
RIO1 Namangoza;806060,8;9686244;P2 ;12/4/2023 12:15;21,55;7,65;8,52;68;5,35;0,66;4,61;10;1516;52,45;Regular
RIO2 Paute;802190,1;9695136,5;P1 ;23/4/2023 13:33;24,66;7,07;6,83;110;5,85;0,95;3,98;13;2335;47,05;Malo
RIO2 Paute;803652,1;9693805,3;P2 ;28/4/2023 12:36;24,48;6,54;7,6;71;4,46;0,56;5,58;11;708;53,47;Regular 
RIO1 Namangoza;802199,5;9688506,3;P1 ;6/6/2023 11:24;22,66;7,17;7,34;47;4,8;0,05;3,24;10;1600;58,89;Regular 
RIO1 Namangoza;806060,8;9686244;P2 ;14/6/2023 14:12;24,92;6,56;6,58;105;3,63;0,56;5,89;11;1345;51,31;Regular 
RIO2 Paute;802190,1;9695136,5;P1 ;18/6/2023 13:15;26,87;7,24;7,29;101;3,64;0,89;4,87;14;1592;49,95;Malo
RIO2 Paute;803652,1;9693805,3;P2 ;29/6/2023 15:00;25,29;6,97;7,29;88;5,59;0,82;1,8;14;558;51,31;Regular 
RIO yaapi;175571,3;9680684,9;P1;1/1/2018 12:32;23;6,5;8,2;65;3,9;0,05;0,4;12;800;59,69;regular
RIO yaapi;175915,3;9680686,4;P2;3/1/2018 15:12;25;6;7;53;2,5;0,06;2,5;11;700;58,82;regular
RIO Huambiaz;173894,3;9687726,7;P1;6/1/2018 14:01;25;7;8;75;5;0,6;3,4;13;1500;51,4;regular
RIO Huambiaz;173601,7;9687955,8;P2;10/1/2018 15:12;26;6,5;8,1;66;5,3;0,5;3,5;13,5;2100;49,46;malo
RIO yaapi;175571,3;9680684,9;P1;1/5/2018 17:10;25;7,9;7,15;59;4,6;0,4;3,1;12,6;1200;53,12;regular
RIO yaapi;175915,3;9680686,4;P2;5/5/2018 15:30;23;6,2;8,5;85;4,8;0,8;2,4;13;1600;48,36;malo
RIO Huambiaz;173894,3;9687726,7;P1;10/5/2018 9:10;24;6,6;8,8;76;4,3;0,08;2,6;14,2;1806;55,36;regular
RIO Huambiaz;173601,7;9687955,8;P2;15/5/2018 7:20;22,4;7;7,1;80;4,8;0,7;2,8;13;1790;49,59;malo
RIO yaapi;175571,3;9680684,9;P1;1/9/2018 8:30;23,4;6,9;6,6;63;4,7;0,06;3,7;14;1863;54,6;regular
RIO yaapi;175915,3;9680686,4;P2;5/9/2018 10:50;23,5;6;7;66;4,02;0,04;3,8;12;1852;54,37;regular
RIO Huambiaz;173894,3;9687726,7;P1;9/9/2018 14:20;24,3;6,5;6,7;68;4,9;0,09;3;13;1963;53,81;regular
RIO Huambiaz;173601,7;9687955,8;P2;16/9/2018 7:20;26,5;7;6,8;70;5;0,15;0,3;12;1573;56,32;regular
RIO yaapi;175571,3;9680684,9;P1;1/1/2019 9:30;23,5;6,2;8,3;68;5,1;0,6;0,4;11,9;1999;49,35;malo
RIO yaapi;175915,3;9680686,4;P2;5/1/2019 12:50;22,01;6;8,3;69;5,2;0,54;0,43;11;1898;49,6;malo
RIO Huambiaz;173894,3;9687726,7;P1;10/1/2019 11:12;23,03;6,3;6,5;64;5,6;0,89;0,35;12;1354;47,23;malo
RIO Huambiaz;173601,7;9687955,8;P2;15/1/2019 12:32;22;7;7;81;5,7;0,74;0,39;13,5;2000;48,22;malo
RIO yaapi;175571,3;9680684,9;P1;1/5/2019 12:00;25;6;6,5;71;5;0,89;0,41;13;2360;45,31;malo
RIO yaapi;175915,3;9680686,4;P2;6/5/2019 10:30;24;5,9;8,7;69;4,2;0,69;0,5;14;2100;47,23;malo
RIO Huambiaz;173894,3;9687726,7;P1;11/5/2019 15:06;23;7;7,8;86;3,9;0,58;0,3;13,5;2300;50,9;regular
RIO Huambiaz;173601,7;9687955,8;P2;16/5/2019 14:10;26;7,5;6,8;85;4;0,47;2,4;12,9;2100;51,65;regular
RIO yaapi;175571,3;9680684,9;P1;1/9/2019 9:20;25,03;6,6;8,6;90;4,05;0,98;3,5;13,5;2100;48,12;regular
RIO yaapi;175915,3;9680686,4;P2;6/9/2019 11:15;24;6,3;8,5;75;5,6;0,87;3,5;12,6;1500;48,08;regular
RIO Huambiaz;173894,3;9687726,7;P1;10/9/2019 12:25;23;7,2;6,7;80;4;0,85;3,1;12,8;1600;49,55;regular
RIO Huambiaz;173601,7;9687955,8;P2;15/9/2019 15:18;22,5;7,4;7,5;65;4,5;0,67;2,5;13,7;1400;50,88;regular
RIO yaapi;175571,3;9680684,9;P1;2/1/2020 9:18;22,6;7;8,6;66;4,3;0,52;3;14;1250;52,45;regular
RIO yaapi;175915,3;9680686,4;P2;5/1/2020 10:28;22,08;6,9;6,7;68;5,2;0,8;3,5;12;1310;49,33;malo
RIO Huambiaz;173894,3;9687726,7;P1;8/1/2020 15:10;23;7,2;6,5;69;5;0,8;4;13;1520;48,75;malo
RIO Huambiaz;173601,7;9687955,8;P2;15/1/2020 16:28;26;8;7,8;67;4;0,74;3;13;1360;51,37;regular
RIO yaapi;175571,3;9680684,9;P1;1/5/2020 9:28;24;6,9;8,5;85;4,3;0,7;4,8;12,6;1452;51,24;regular
RIO yaapi;175915,3;9680686,4;P2;1/5/2020 9:28;25;7,5;8,5;75;4,8;0,6;4,7;12,5;1920;51,28;regular
RIO Huambiaz;173894,3;9687726,7;P1;1/5/2020 9:28;26;7,04;6,6;74;4,6;0,8;3;13,06;1789;49,26;malo
RIO Huambiaz;173601,7;9687955,8;P2;1/5/2020 9:28;24;7,5;7,4;72;4,7;0,65;4;12;1563;51,51;regular
RIO yaapi;175571,3;9680684,9;P1;1/9/2020 9:30;23;7,2;8,7;73;5;0,7;3;13;1200;51,54;regular
RIO yaapi;175915,3;9680686,4;P2;1/9/2020 9:30;25;7,2;7,8;78,2;5,1;0,6;4;12,5;1900;50,96;regular
RIO Huambiaz;173894,3;9687726,7;P1;1/9/2020 9:30;24;7,5;7,6;82;4,9;0,8;3;11;1687;51,27;regular
RIO Huambiaz;173601,7;9687955,8;P2;1/9/2020 9:30; ;8;8,2;72;5;0,5;4;13;1980;51,75;regular
RIO yaapi;175571,3;9680684,9;P1;2/1/2021 9:10;23;6,9;7,8;68;4;0,64;3;12;1783;51,48;regular
RIO yaapi;175915,3;9680686,4;P2;5/1/2021 15:10;25;6,9;8,3;56,5;3,9;0,57;2,5;12;1999;52,08;regular
RIO Huambiaz;173894,3;9687726,7;P1;12/1/2021 10:20;23;7,3;6,7;80;5;0,65;3,5;14;1523;49,23;malo
RIO Huambiaz;173601,7;9687955,8;P2;15/1/2021 15:50;24;8;7,2;90;5,8;0,57;4,2;13;1000;50,99;regular
RIO yaapi;175571,3;9680684,9;P1;1/5/2021 10:18;23;7;8,2;68;5,7;0,68;4,3;12;1500;50,83;regular
RIO yaapi;175915,3;9680686,4;P2;2/5/2021 11:28;26;7,5;8,2;62;5;0,65;4;12,3;1200;52,27;regular
RIO Huambiaz;173894,3;9687726,7;P1;5/5/2021 12:17;25;7,15;7,3;68;5,6;0,87;3,9;14,2;1600;48,52;malo
RIO Huambiaz;173601,7;9687955,8;P2;10/5/2021 12:10;23;7,1;7,5;69;4,9;0,54;3,8;12,4;1700;51,45;regular
RIO yaapi;175571,3;9680684,9;P1;1/9/2021 10:50;24;6,7;8,2;67;4,3;0,6;4,1;13,5;1500;50,83;regular
RIO yaapi;175915,3;9680686,4;P2;2/9/2021 11:30;23;7,5;8,5;69;4,2;0,7;4;14,8;1600;50,49;regular
RIO Huambiaz;173894,3;9687726,7;P1;5/9/2021 12:30;25;7,06;7,1;68;4,5;0,5;3;13,5;1520;51,6;regular
RIO yaapi;173601,7;9687955,8;P2;11/9/2021 15:40;23;7,8;8;69;5,6;0,4;4,1;14,7;1623;50,82;regular
RIO yaapi;175571,3;9680684,9;P1;2/1/2022 10:30;22;8;8,1;78;4,7;0,09;4,3;12,9;1500;56,87;regular
RIO yaapi;175915,3;9680686,4;P2;5/1/2022 9:20;23;7,5;8,2;73;4,8;0,5;4,2;12,8;1870;51,91;regular
RIO Huambiaz;173894,3;9687726,7;P1;9/1/2022 12:35;23;7,3;7,6;75;4,9;0,4;4,3;13,7;1560;51,93;regular
RIO Huambiaz;173601,7;9687955,8;P2;12/1/2022 13:42;24;7;8,1;76;4,6;0,3;4,1;13;1403;54,05;regular
RIO yaapi;175571,3;9680684,9;P1;1/5/2022 11:10;23;7,1;6,8;75;4,8;0,2;4,2;12;1500;54,92;regular
RIO yaapi;175915,3;9680686,4;P2;5/5/2022 9:20;25;6,9;7,6;79;4,7;0,5;3,5;13;1400;52,01;regular
RIO Huambiaz;173894,3;9687726,7;P1;9/5/2022 12:15;26;6,8;6,9;80;4,5;0,4;3,7;12;1600;52,2;regular
RIO Huambiaz;173601,7;9687955,8;P2;10/5/2022 15:50;25;6,9;7;82;4,9;0,3;3;11;1500;53,95;regular
RIO yaapi;175571,3;9680684,9;P1;1/9/2022 10:20;23;7;8;65;5;0,4;4;12,8;1400;52,79;regular
RIO yaapi;175915,3;9680686,4;P2;4/9/2022 12:25;22;7,1;8,2;65;5;0,6;3,8;11,9;1500;51,96;regular
RIO Huambiaz;173894,3;9687726,7;P1;8/9/2022 14:50;26;6,8;8,5;87;5;0,53;3,7;12;1300;52,12;regular
RIO Huambiaz;173601,7;9687955,8;P2;10/9/2022 11:30;23;7;7,06;76;4,7;0,6;3;13;1200;51,27;regular
RIO yaapi;175571,3;9680684,9;P1;2/1/2023 9:35;23,3;7,3;8,1;73;5,6;0,2;4;13,9;1000;55,66;regular
RIO yaapi;175915,3;9680686,4;P2;5/1/2023 10:15;22;7;8;69;4,7;0,5;3;13,6;1000;52,81;regular
RIO Huambiaz;173894,3;9687726,7;P1;8/1/2023 12:45;22,5;7,3;7,2;75,3;4,8;0,56;3,5;13,4;1200;51,46;regular
RIO Huambiaz;173601,7;9687955,8;P2;10/1/2023 15:35;22,6;7,6;8,1;65,2;4,6;0,54;3;13;1300;52,59;regular
RIO yaapi;175571,3;9680684,9;P1;1/5/2023 11:10;22,8;6,8;6,9;69;4,8;0,65;4,2;14;1420;49,11;regular
RIO yaapi;175915,3;9680686,4;P2;4/5/2023 11:12;25,7;6,8;7,6;65,8;4,7;0,64;4;12,5;1620;50,76;regular
RIO Huambiaz;173894,3;9687726,7;P1;9/5/2023 15:20;24,8;7;7,3;67;4,06;0,52;4,3;13;1320;52,43;regular
RIO Huambiaz;173601,7;9687955,8;P2;12/5/2023 14:42;25;6,8;6,8;65,2;4,09;0,35;4;12,5;1520;52,34;regular
RIO yaapi;175571,3;9680684,9;P1;1/9/2023 15:20;26;7,5;8,5;76;4,05;0,42;3;12,02;1430;54,12;regular
RIO yaapi;175915,3;9680686,4;P2;3/9/2023 14:30;23;7,01;8,6;66;4,02;0,45;3,8;13,02;1500;53,12;regular
RIO Huambiaz;173894,3;9687726,7;P1;6/9/2023 20:25;23;6,9;8,7;80;5,8;0,46;3,9;12,5;1600;51,47;regular
RIO Huambiaz;173601,7;9687955,8;P2;10/9/2023 11:20;25;8;7;65,2;5;0,43;4;13;900;52,78;regular
RIO1 Tzurin;192.621;9.712.680;P1;2/1/2018 10:21;19;6,7;8,9;93;3,6;0,02;0,23;6,25;555;26,56;malo
RIO2 Mangosiza;189.663;9.709.689;P2;7/1/2018 14:04;25;6,9;8,4;87;3,6;0,06;0,9;7,15;607;48,67;malo
RIO1 Tzurin;189.268;9.705.061;P1;15/1/2018 13:05;21;6,5;7,9;95;4,4;0,8;1,7;12;785;42,98;malo
RIO2 Mangosiza;192.494;9.714.300;P2;21/1/2018 14:04;20;7;8;89;4,2;0,03;3,6;8,7;567;27,09;malo
RIO1 Tzurin;192.621;9.712.680;P1;7/5/2018 13:04;23;7,6;8,6;84;4,1;0,3;2,4;9,4;1223;52,56;regular
RIO2 Mangosiza;189.663;9.709.689;P2;12/5/2018 10:45;27;6,7;8,1;91;4,8;1,01;0,38;8,99;1632;55,87;regular
RIO1 Tzurin;189.268;9.705.061;P1;20/5/2018 15:12;21;7,2;7,9;93;5,3;0,09;1,9;11,02;1800;50,65;regular
RIO2 Mangosiza;192.494;9.714.300;P2;30/5/2018 13:04;24;6,8;6,9;87;6,2;0,8;0,27;13;1632;53,98;regular
RIO1 Tzurin;192.621;9.712.680;P1;4/9/2018 10:50;23;6,9;8,2;89;6,5;0,2;0,29;8,9;678;56,43;regular
RIO2 Mangosiza;189.663;9.709.689;P2;9/9/2018 16:20;20;7,1;7,7;95;6,3;0,05;1,3;15;1832;53,09;regular
RIO1 Tzurin;189.268;9.705.061;P1;16/9/2018 7:20;26;7,5;7,9;100;5,4;0,1;4,6;10;1590;52,76;regular
RIO2 Mangosiza;192.494;9.714.300;P2;23/9/2018 13:07;23;6,7;8;99;5,2;0,09;5,1;7,5;1681;51,87;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/1/2019 9:30;27;6,5;7,2;88;5,1;0,8;3,8;7,12;1677;56,43;regular
RIO2 Mangosiza;189.663;9.709.689;P2;5/1/2019 12:50;21;6,9;7,3;89;4,9;1;3,1;7,5;1560;50,21;regular
RIO1 Tzurin;189.268;9.705.061;P1;10/1/2019 11:12;24;7,8;7,8;94;4,4;0,09;0,34;7,9;1872;54,32;regular
RIO2 Mangosiza;192.494;9.714.300;P2;15/1/2019 12:32;26;6,9;7,5;97;4,2;0,4;0,78;8,2;1433;51,12;regular
RIO1 Tzurin;192.621;9.712.680;P1;4/5/2019 12:00;21;6,6;6,9;92;5,6;0,34;3;8,6;1326;50,56;regular
RIO2 Mangosiza;189.663;9.709.689;P2;8/5/2019 10:30;20;6,7;7,1;91;5,7;0,8;4,8;9,1;1535;53,34;regular
RIO1 Tzurin;189.268;9.705.061;P1;11/5/2019 15:06;27;6,9;7,9;95;4,6;0,02;4,1;9,5;1863;56,45;regular
RIO2 Mangosiza;192.494;9.714.300;P2;19/5/2019 14:10;26;7,4;8;99;5,7;0,3;3,9;9,3;1758;50,1;regular
RIO1 Tzurin;192.621;9.712.680;P1;27/5/2019 13:01;22;7,5;7,4;96;4;0,07;2,5;8,3;1937;49,34;mala
RIO2 Mangosiza;189.663;9.709.689;P2;1/9/2019 9:20;23;8;7,6;94;3,8;0,5;2,9;13;1855;49,45;mala
RIO1 Tzurin;189.268;9.705.061;P1;10/9/2019 12:25;20;6,9;8,1;91;4,3;0,06;4,9;10;1672;45,34;mala
RIO2 Mangosiza;192.494;9.714.300;P2;21/9/2019 15:18;20;7,3;7,3;89;4,1;0,08;5,9;14;1504;45,07;mala
RIO1 Tzurin;192.621;9.712.680;P1;2/1/2020 9:18;21;7,6;7,4;100;4,1;0,1;5,7;11;1636;49,34;mala
RIO2 Mangosiza;189.663;9.709.689;P2;5/1/2020 10:28;26;6,5;7,6;102;4,1;0,9;5,8;9,7;1328;52,34;regular
RIO1 Tzurin;189.268;9.705.061;P1;12/1/2020 15:10;24;6,8;7,7;89;5,4;0,08;4,6;9,5;1323;51,34;regular
RIO2 Mangosiza;192.494;9.714.300;P2;17/1/2020 16:28;23;7,4;7,9;94;5,5;0,3;3,6;10;1222;51,45;regular
RIO1 Tzurin;192.621;9.712.680;P1;3/5/2020 9:28;21;6,8;8;93;5,3;0,04;4,7;15;1125;48,56;mala
RIO2 Mangosiza;189.663;9.709.689;P2;9/5/2020 9:28;23;6,9;7,4;90;6;0,7;0,28;8,7;1106;53,56;regular
RIO1 Tzurin;189.268;9.705.061;P1;15/5/2020 16:28;25;7,3;7,3;87;4,8;0,06;1,6;9,1;1044;54,06;regular
RIO2 Mangosiza;192.494;9.714.300;P2;25/5/2020 13:20;27;7,4;7;96;5,6;0,2;0,78;9,8;1657;53,45;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/9/2020 9:30;20;7,2;8;91;5,2;0,08;0,25;12;1786;48,67;mala
RIO2 Mangosiza;189.663;9.709.689;P2;8/9/2020 13:05;21;6,7;7,2;87;5,1;0,9;0,29;14;1659;45,02;mala
RIO1 Tzurin;189.268;9.705.061;P1;11/9/2020 11:09;23;6,9;7,3;92;5,3;0,3;3,6;9,8;1543;51,45;regular
RIO2 Mangosiza;192.494;9.714.300;P2;23/9/2020 13:05;25;7,3;7,6;91;5,6;0,7;0,39;9,4;1236;55,56;regular
RIO1 Tzurin;192.621;9.712.680;P1;2/1/2021 9:18;23;6,9;6,9;84;6;0,05;0,56;13;1654;52,34;regular
RIO2 Mangosiza;189.663;9.709.689;P2;5/1/2021 10:28;20;7,4;6,5;87;6,3;0,1;0,43;12;1871;48,67;mala 
RIO1 Tzurin;189.268;9.705.061;P1;15/1/2021 16:28;21;7,7;7,1;93;6,2;0,05;4,6;9,4;1414;49,01;mala
RIO2 Mangosiza;192.494;9.714.300;P2;21/1/2021 17:45;23;6,8;7,2;92;5,2;0,6;0,63;14;1648;51,34;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/5/2021 10:18;24;7,7;6,8;85;5,7;0,1;0,52;7,3;1693;53,24;regular
RIO2 Mangosiza;189.663;9.709.689;P2;5/5/2021 12:17;20;8;6,7;89;5,8;0,06;0,57;6,9;1739;49,45;mala
RIO1 Tzurin;189.268;9.705.061;P1;10/5/2021 12:10;25;7,9;7,3;91;6,3;0,08;1,5;8,4;1114;53,48;regular
RIO2 Mangosiza;192.494;9.714.300;P2;1/9/2021 10:50;21;6,9;7,1;92;4,9;0,1;0,78;8,2;1050;44,89;mala
RIO1 Tzurin;192.621;9.712.680;P1;5/9/2021 12:30;24;6,8;6,9;89;4,8;0,6;1,9;7,9;2000;56,43;regular
RIO2 Mangosiza;189.663;9.709.689;P2;11/9/2021 15:40;23;6,9;6,9;88;5,2;0,2;3,4;7,1;1782;52,12;regular
RIO1 Tzurin;189.268;9.705.061;P1;18/9/2021 13:05;21;7,2;7,2;87;5,3;0,5;2,2;8,9;1435;49,56;mala
RIO2 Mangosiza;192.494;9.714.300;P2;21/9/2021 15:34;24;7,8;7;97;4,9;0,07;0,76;8,4;1876;52,34;regular
RIO1 Tzurin;192.621;9.712.680;P1;2/1/2022 9:10;22;6,9;7,1;93;5,6;0,07;0,82;8,3;1679;49,67;mala
RIO2 Mangosiza;189.663;9.709.689;P2;5/1/2022 15:10;24;6,8;6,8;92;5,2;0,5;0,64;8,7;1729;54,34;regular
RIO1 Tzurin;189.268;9.705.061;P1;12/1/2022 10:20;20;7,5;6,7;89;5,6;0,02;0,78;7,5;1520;48,45;mala
RIO2 Mangosiza;192.494;9.714.300;P2;15/1/2022 15:50;23;7;7,3;88;4,4;0,9;1,9;7,1;1649;52,34;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/5/2022 10:18;21;7,8;7,1;90;4,9;0,3;0,45;8,4;1872;49,56;mala
RIO2 Mangosiza;189.663;9.709.689;P2;2/5/2022 11:28;24;6,6;7;91;5,2;0,06;0,56;9,1;1494;55,12;regular
RIO1 Tzurin;189.268;9.705.061;P1;5/5/2022 12:17;25;6,8;6,9;92;5,3;0,3;0,67;7,6;1726;52,19;regular
RIO2 Mangosiza;192.494;9.714.300;P2;10/5/2022 12:10;23;6,7;7,2;89;4,8;0,02;0,34;7,7;1568;51,23;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/9/2022 10:50;20;7,2;7,1;88;5,2;0,2;0,81;6,9;2100;49,67;mala
RIO2 Mangosiza;189.663;9.709.689;P2;2/9/2022 11:30;21;7,5;7;91;6,2;0,7;0,36;7,8;1265;48,78;mala
RIO1 Tzurin;189.268;9.705.061;P1;5/9/2022 12:30;21;6,8;6,9;90;5,2;0,06;0,56;7,8;1594;49,98;mala
RIO2 Mangosiza;192.494;9.714.300;P2;14/9/2022 14:54;26;6,9;6,8;88;4,6;0,01;2,8;8,2;1683;54,45;regular
RIO1 Tzurin;192.621;9.712.680;P1;2/1/2023 9:35;24;7,7;7,2;92;5,8;0,03;0,85;9,3;1397;53,48;regular
RIO2 Mangosiza;189.663;9.709.689;P2;5/1/2023 10:15;21;7,8;7,1;96;4,9;0,6;0,67;9,4;2139;49,45;mala
RIO1 Tzurin;189.268;9.705.061;P1;8/1/2023 12:45;24;7,1;6,7;91;5,7;0,01;0,89;7,8;1644;54,76;regular
RIO2 Mangosiza;192.494;9.714.300;P2;10/1/2023 15:35;21;7,7;6,6;94;5,6;0,7;0,32;8,4;1857;51,34;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/5/2023 11:10;25;7,1;6,9;87;6,2;0,3;3,2;7,9;2170;55,34;regular
RIO2 Mangosiza;189.663;9.709.689;P2;4/5/2023 11:12;24;6,9;7,1;89;6,4;0,1;0,78;8,1;1786;54,89;regular
RIO1 Tzurin;189.268;9.705.061;P1;9/5/2023 15:20;22;6,7;7,2;91;4,8;0,9;0,56;9,3;2150;52,18;regular
RIO2 Mangosiza;192.494;9.714.300;P2;12/5/2023 14:42;22;6,8;6,5;99;5,7;0,4;0,98;9,5;1654;53,45;regular
RIO1 Tzurin;192.621;9.712.680;P1;1/9/2023 15:20;23;7,4;6,9;101;5,9;0,03;0,34;8,6;1277;51,34;regular
RIO2 Mangosiza;189.663;9.709.689;P2;3/9/2023 14:30;25;7;7;98;6,3;0,45;0,65;8,7;1299;54,23;regular
RIO1 Tzurin;189.268;9.705.061;P1;6/9/2023 20:25;24;6,8;7,3;104;4,5;0,04;1,1;9,1;1433;56,3;regular
RIO2 Mangosiza;192.494;9.714.300;P2;20/9/2023 11:20;20;6,7;6,7;97;4,2;0,2;0,61;8,4;1699;52,78;regular
RIO2 Mangosiza;190924,9;9712079,8;P2;45199,58681;24;6,6;7,2;98;4,8;0,5;2,8;7,9;2300;55,76;regular
RIO1 Tzurin;189559,1;9706282,3;P3;45194,65625;23;6,5;6,9;96;5,5;0,7;2,4;9,1;2460;57,65;regular
RIO1 Tzurin;190924,9;9712079,8;P2;43104,52361;19;6,9;7,1;88;3,7;1,01;0,6;7,8;1111;54,45;regular
RIO2 Mangosiza;189559,1;9706282,3;P3;43106,65486;23;7,1;7,5;89;4,5;0,8;1,2;8,8;1345;52,45;regular
RIO1 Tzurin;189230,8;9702469,8;P2;43229,48056;24;6,9;8;93;3,5;0,09;1,4;5,6;1323;52,54;regular
RIO2 Mangosiza;192566,1;9716519,1;P3;43232,74583;22;7,4;7,5;95;5,7;0,05;2,3;5,4;2321;56,54;regular
